Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
user penjelasan sy bukan fitnah silahkan dibantah user apollinaris darmawan sebut alquran kitab sampah,1,1,0,1,1,0,0,0,0,0,1,0
monyet aja koloe dbilang saudra sma elo pasti ogah hdupmu kok gini amat ya toe hati apa comberan user,1,1,1,0,0,0,0,0,1,1,0,0
body lufra scrub dg bhn dasar lidah buaya utk mlembabkn kulit amp lbh bcahaya info 087812026394 bmi,0,0,0,0,0,0,0,0,0,0,0,0
user tak punya cacat di masa lalu krn blum bermasa lalu,0,0,0,0,0,0,0,0,0,0,0,0
user user jangan2 penganut bumi datar juga xf0x9fx98x9dnsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka,0,0,0,0,0,0,0,0,0,0,0,0
becak warga binjai hendak disita karena gunakan tenda bertuliskan 2019gantipresiden pks meradang bukti pemerintah panik dan takut,1,0,0,1,0,0,0,0,1,0,1,0
lebih baik jokowi mundur,1,0,1,0,0,0,0,0,1,1,0,0
munas alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteriakriteria bagi calon wakil presiden yang akan mendampingi bpk jokowi di 2019 mendatang romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
user luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
user user user user kafan berasal dari budaya yahudi kenapa umat islam mengklaim,0,0,0,0,0,0,0,0,0,0,0,0
oleh rezim skrg atas kendali negara cina komunis yg mjd patron tunggal rezim anti islam jokowi,1,0,0,1,1,1,0,0,0,0,1,0
user user itu tanda nya mau pilkada n pilpres,0,0,0,0,0,0,0,0,0,0,0,0
misi4 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur no3jabarasyik asyikm3nang,0,0,0,0,0,0,0,0,0,0,0,0
ketabahan pasangan en taufiq dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your things bsn 0510541000096745 bank islam 05058020145124 nurliyana bte abdul raziff,0,0,0,0,0,0,0,0,0,0,0,0
user apaansi tai baru gt doang belagunya udah selangit ga inget ada karma ntar bbrp taun lagi kalo idol lu flop gua ketawa paling keras,1,1,1,0,0,0,0,0,1,1,0,0
user user celeng kgn gw y,0,1,0,0,0,0,0,0,0,0,0,0
teranginegeri dengan budaya yuk pada visit ke purwokerto mumpung ada even rakyat purwokerto extravaganzabanyumas,0,0,0,0,0,0,0,0,0,0,0,0
presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kis sertifikat tanah perhutanan sosial bbm 1 harga padat karya,0,0,0,0,0,0,0,0,0,0,0,0
user aamiin ya allah ntimnya kinan aja sampai pelatihan ular karena dia dapat di rawarawa aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw,0,0,0,0,0,0,0,0,0,0,0,0
user user maju kamu ngatain mama aku bolot,1,1,1,0,0,0,0,0,1,1,0,0
grombolan kadal jidat gosongmmg bgtu sukanya ribut tapi klo grombolanya yg salah pura2 budekdasar grombolan cingkrang url,1,1,0,1,0,0,1,0,0,0,1,0
user user user segitu gentarnya dia takut terhadap kafirxf0x9fx98x81,0,0,0,0,0,0,0,0,0,0,0,0
rt user user betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
user siapa bego lu bukan tmn gua najis dah kesel sendiri gue,1,1,1,0,0,0,0,0,1,1,0,0
user user kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
user tau dong bau baunya udh keciri ini sipit buluq,1,1,1,0,0,1,0,0,0,1,0,0
user kayak memegang bukan mucikari,0,0,0,0,0,0,0,0,0,0,0,0
guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah dan mendukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
user anjir serem maennya begituan xf0x9fx98x82xf0x9fx91x8c,0,1,0,0,0,0,0,0,0,0,0,0
user kayaknya bisa atau cuma bank tertentu bilang aja mau jual uang asingtukar ke rupiah,0,0,0,0,0,0,0,0,0,0,0,0
user user user user onta yaman ninnsetahun lagi gua deportasi loe,1,1,1,0,0,0,0,0,1,0,0,1
hatihati berita pilkada yang berbau hoax madiun madiuntoday 100thmadiun kotakarismatikmadiun tolakcukaiilegal kunjungi juga,0,0,0,0,0,0,0,0,0,0,0,0
user anak cocot ya ini user,1,1,1,0,0,0,0,0,1,1,0,0
user xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88udah ketauan hoax ya fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di ss taunya berit udah,1,0,1,0,0,0,0,0,1,1,0,0
mantaaap dm dekat sama banser bang user,0,0,0,0,0,0,0,0,0,0,0,0
ternyata ada lebah yg gak suka bunga tapi makan bangkai gw penasaran madu nya kaya gimana xf0x9fxa4x94,0,0,0,0,0,0,0,0,0,0,0,0
user user pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
user user user user naahh yg dongo yg bilang hekell hahaha,0,1,0,0,0,0,0,0,0,0,0,0
user user user user hahahaha blunder lu cebong yg gak ngasih tuh pem pusat dengan alasan ham kalau rakyat aceh ya mau kali pun cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh klau dpr a,1,1,1,0,0,0,0,0,1,1,0,0
bangsad gua dah nyelem ampe bawah2 balik lgi ke atas1,0,1,0,0,0,0,0,0,0,0,0,0
saya tak bisa dipancingpancing dgn urusan penistaan atau bukan saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
user user user user cebong kacung itu kt temen gw dungunya sampe ke tulang sum2jd jgn buang2 energi debat sm merekaxf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0
user partai korupsi sapigoblog,1,1,0,1,0,0,0,0,1,0,1,0
signal kntl pemeliharaan apalagi ini niat gak sih login twitter doank susah amat gmn mau open redtube cetan user,1,1,0,1,0,0,0,1,0,0,1,0
user user matane aku moh aku kafir wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
user jadi inget fesbuk anjir lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
user kalo aing sih bakal bilang hilih kntl,0,1,0,0,0,0,0,0,0,0,0,0
nikita mirzani udah pake hijab yg masih ngomong cebang cebong udah pernah fantasiin doi belom uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
user tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagipula siapa yang pertama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian seperti ini tidak akan terjadi,0,0,0,0,0,0,0,0,0,0,0,0
lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama isdv,0,0,0,0,0,0,0,0,0,0,0,0
shaheizy sam wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
ya terserah lo aja balasnya kembali fokus kepada kerjaan kita kami mengerjakan tugas project seni budaya hanya dalam 2 hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian project itu kami makin,0,0,0,0,0,0,0,0,0,0,0,0
ga bakalan bro,0,0,0,0,0,0,0,0,0,0,0,0
kelakuan bodoh user masuk kategori perbuatan tidak menyenangkannnkelakuan sontoloyo user sangat menganggu persatuan bangsannkelakuan naif user secara tidak langsung sbg bentuk intimidasi thd ulamannkelakuan user,1,1,1,0,0,0,0,0,1,1,0,0
monyet turun ke pemukiman warga cibadak sukabumi url,0,0,0,0,0,0,0,0,0,0,0,0
user kotor ga masalah yang penting bahagia warganya cebong mana ngerti,1,1,0,1,0,0,0,0,1,0,1,0
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle,0,0,0,0,0,0,0,0,0,0,0,0
rt user sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah url dan prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
user user wkwkwkwk bodo bang,0,1,0,0,0,0,0,0,0,0,0,0
user user bikan kaya orang begobro tapimemangbego,1,1,1,0,0,0,0,0,1,1,0,0
klhk upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
user pak user mahfud md sudah berpaling dari allah swt pemberang demi bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
user user orang2 bego kebanyakan minum amp makan kotoran onta otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0
apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi url,1,0,1,0,0,0,0,0,1,1,0,0
warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 214 sebabaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
lembaga2 antikorupsi masa lalu bubar krn sentuh kekuasaan giliran kpk kenapa pdip partai politik penguasa yg plg ngotot ingin bubarkan kpk,1,0,0,1,0,0,0,0,1,0,1,0
user user user justru mas klo mnyudutkan salah satu agama trtentu malah bahayaitulah pak rocky ini cerdik dia bisa nyusun kalimat yg tepat amppantas dgunakaninti dari ini dia mau kasih tau pngertian fiksi sbenarnyaayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
para pendukung capres gagal move on salalu sibuk urus aseng bawa kabur uang rp 35 t tapi ngak sadar kenapa aseng bisa kabur bawa uang sebanyak itu tanpa didukung pribumi asu mustahil aseng bisa pribumi hanya diam kalau disogok mental kacung emang url,1,1,0,1,0,1,0,0,0,0,1,0
rt user user user lo rabun apa budekngue nulis gak ngomongnxf0x9fx98x81xf0x9fx98x80,1,1,1,0,0,0,1,0,0,1,0,0
bismillah nahan sepo yang terkutuk,0,1,0,0,0,0,0,0,0,0,0,0
user brahahahaaa cebong nya ngahok xf0x9fxa4xa3xf0x9fxa4xa3 user cebong blm cebok xf0x9fx98x85 user,1,1,1,0,0,0,0,0,1,1,0,0
apdet status bikin tugas2 kelar gak ya kok jancuk sekali mbut,0,1,0,0,0,0,0,0,0,0,0,0
user pak user walaupun anda muslim sebagai pejabat negara anda harus bertindak demi bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
12 ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan bagus laik jual harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut nnkesehatanikanncc user user user,0,0,0,0,0,0,0,0,0,0,0,0
artinya apa pribumi sadari lihat siapa mereka kecuali kalian samasama cina komunis misionaris abaikan tweet ini usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
presiden yang anda tuduh rezim anti islam sudah banyak berbuat untuk negeri ini sudah bnyak berbuat untuk umat url,1,0,1,0,0,0,0,0,1,1,0,0
user user manusia bangsad,1,1,1,0,0,0,0,0,1,1,0,0
rt user tpi ingat ya jangan sampe cina mengenalkan wisata haram jga ke indonesia hahaha,1,0,0,1,0,1,0,0,0,0,1,0
rt user nanya di mana prabowo dan pks saja bib kan asoy tuh dianggap antek prabowo dan antek pks hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
persahabatan salahlovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dlm membina hubungan dgn sesama umat manusia perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan terima kasih lovrensalah favourites bff bro,0,0,0,0,0,0,0,0,0,0,0,0
user user user sama aja lh laemeskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka,0,0,0,0,0,0,0,0,0,0,0,0
rt user user saya juga sebel kalo ada yg ngeroko sambil naik motor yakan kadang engap kalo ditutup terus apalagi macetxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0
user user udah minta maaf kunyuk user bronnenak bgt rasan merekasebar hoax minta maafsebar hoax lagi minta maaf laginnmesti d sapu dulu user biar jera nih orang url,1,1,1,0,0,0,0,0,1,1,0,0
hello warga jakarta wakil kepala dpmptsp provinsi dki jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi dki jakarta membuka acara 2018 junior chamber international jci indonesia national event setiamelayanijakarta,0,0,0,0,0,0,0,0,0,0,0,0
2 selain perkuat jaringan gubernur user juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar indonesia user,0,0,0,0,0,0,0,0,0,0,0,0
pandangan tgb terhadap agama dan politik,0,0,0,0,0,0,0,0,0,0,0,0
rt user provider brengsek,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa baguss,0,0,0,0,0,0,0,0,0,0,0,0
user user user yang dungu itu orang yang mau ganti presiden tp g tau siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
rt user bokep cewek bispak bandung ngentot croot di dalam xf0x9fx98x80nndownload full url url,0,1,0,0,0,0,0,0,0,0,0,0
user kampret complain rag ditanggepi fuck,1,1,0,1,0,0,0,0,1,0,1,0
kamu kok kaya jablay gta maunya dijemput pake mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
sementara itu user kerjanya musuhi dakwah islam bubarkan hti rakyat jg berhak lengserkan jokowok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1
user user user user hah katanya saling melengkapi orang buktinya kamu juga goblok gimana si,1,1,1,0,0,0,0,0,1,1,0,0
xe2x80x9ctidakxe2x80x9d kata salah seorang khalifah rasyidin itu xe2x80x9ckami dahulu memerangi orang kafir bersama merekaxe2x80x9d xe2x80x9ckalau begitu mereka orangorang munafikxe2x80x9d xe2x80x9ctidak juga sebab orang muna,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user user user user user user user dia doyan nete un jadi maklumin,0,1,0,0,0,0,0,0,0,0,0,0
user nek ndelok match terkhir celsi sih kudune menang mudah emyu tapi yo embuh sih celsi kacrut ki raiso diprediksi xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0
user yakali pak tni suruh urusin sampah plastik xf0x9fx98x91,0,0,0,0,0,0,0,0,0,0,0,0
user user itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di nkri tercinta aamiin,0,0,0,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung ke polisi serius tuh kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina wait bukankah biasa penganut agama a menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
user bajingan tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
kok bs pake buruh cina kan rakyat sendiri bnyak pnganggurandasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
user user user user user user user user user user user user user user user user user user user user,1,1,0,1,0,0,0,0,1,0,1,0
rp haneul pada cute padahal rlnya perekyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user bilangnya anti asing asengnda taunya wkwkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
user di suriah sekolah radikal dan rakit bomplg ke indonesia jadi tempat pklya di amankan,0,0,0,0,0,0,0,0,0,0,0,0
rt user karena kadang hidup emang kayak tai malah kadang yang berak orang lain tapi elo yang harus beresin tainya tangan lo yxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
user ih banci selotipan xf0x9fx98x82,1,1,1,0,0,0,0,1,0,1,0,0
rt user user user user user user user haha kalah ni yee org jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
gubernurzamannow gusipulputi2 ganjaryasin1 djarotsihar2 hasananton2 kosterace1 nurdinsudirman3 karolingidot2 rt user keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan peserta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
rt user user yg cinta orba pasti meng idola kan prabowo amp hary tanoe d,1,0,1,0,0,0,0,0,1,1,0,0
nantang buka dadalah eh nyebut setanlah emang sudah pada habis kamus ngelawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nie hati2 kena stoke atau serangan jantung nanti rakyat indonesia kehilangan badut2 politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
user user user user belah duren yaaaangak dunguya gak cebongxf0x9fx98x80xf0x9fx98x86nmaaf ya,1,1,1,0,0,0,0,0,1,1,0,0
2orangorang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan hti amp fpi url,1,0,0,1,1,0,0,0,0,0,0,1
ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0
user sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom aku hanya menghela nafas xf0x9fx98xaf,0,0,0,0,0,0,0,0,0,0,0,0
rt user pantat mn nh pngen nusuk dan ditusuknxf0x9fx91x89open bo wa 08157686707n gaybrondong massageboy gayjakarta gayjogja gaytanggerxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
user yg diancam untuk dibunuh itu presiden republik indonesia mas trus mesti lapor dulu apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
user kayak orang nyosor mau minta nete,0,1,0,0,0,0,0,0,0,0,0,0
user ngewe bae,0,1,0,0,0,0,0,0,0,0,0,0
user jebur bloon bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
pks ultah di balai kota rr ngomong nyapres di balai kota ganti aja namanya jd balai politik,0,0,0,0,0,0,0,0,0,0,0,0
pak user perlu melanjutkan rencana user untuk menyeret user ke pengadilan ham pbb url,1,0,1,0,0,0,0,0,1,1,0,0
user kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembeliannhauzminiquiz hauzidnyuk ikutannuser,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad yang lebih lengkap dapat didownload di sini,0,0,0,0,0,0,0,0,0,0,0,0
penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi nkri usir,1,0,0,1,0,1,0,0,0,0,0,1
user user user user user user we ada pipis onta tercecer di mari pantes bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
user user kalo kejadian disini mungkin juga kalian yg triak paling lantang pmrth pro aseng duluan pas ditawari bantuan asing bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth bilang 15 hari kelamaan harusnya 3,0,0,0,0,0,0,0,0,0,0,0,0
user user mari berjuangsampai jokowi dilanti kembali di thn 2019njangan gentar njangan takut nwalau mata benang di leher walau ujung tombak di porut nntidak akan surut langkah kitantidak akan bisu suara kitantidak akan,0,0,0,0,0,0,0,0,0,0,0,0
rt user user user user user user user kaya monyet,0,1,0,0,0,0,0,0,0,0,0,0
survei di metro tv jokowi menang dari presiden baru etapi cara ngitungnya gimana ya 45 bisa ngalahin 46 jangan2 salah judul maksudnya jokowi masih menangis sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
user user user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
cuba la tgk anime ni karakai jozu no takagisan kalau rasa nak feeling feeling cinta monyet zaman sekolahmemang throwback habes910 url,0,0,0,0,0,0,0,0,0,0,0,0
serunya pesta budaya erau di kutai kartanegara,0,0,0,0,0,0,0,0,0,0,0,0
rt user ad yang mau contactnya retweet sekarang yanbanyak banget kenalan tante jilboob sangenini namanya tante dea oxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling ciamik setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0
duduki istana negara sekalian lengserkan jokowi salam2tahun user,1,0,1,0,0,0,0,0,1,0,0,1
rt user wah hebatnya pak user yg lg sibuk pencitraan user user user user baca nih,1,0,1,0,0,0,0,0,1,1,0,0
user bagi anda mungkin gk apa2 tapi bagi kami muslim ini sangat menghinakan kami iblis betina itu sdh menista syariat kami,1,1,1,0,1,0,0,0,0,1,0,0
rt user baby kafir budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia blom merdeka indonesia masih dijajah oleh orang cina takbirallauakbar url,1,0,0,1,0,1,0,0,0,0,1,0
memang benar kata pengamat politik hantayudha kalau paslon no2 ini tidak ada khanz nya di jateng jatenggayeng 2019tetapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
rt user user jongos penista agama ahok sok sok ngong saramajikan nya penebar sara astagfirllah tobat,1,1,1,0,0,0,0,0,1,1,0,0
user user user user boleh saya follow bli juga saya katolik dan ikut akun prof user utk menambah wawasan berbangsaterima kasih,0,0,0,0,0,0,0,0,0,0,0,0
user kapan tuh si bejat cabul user balik pengecut si onta itu ye,1,1,1,0,0,0,0,1,0,1,0,0
menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1,1,0,0
rt user user user adian gaya lu kaya beruk gini klo supir tembak metromini masuk dprnkampungan lu,1,1,1,0,0,0,0,0,1,1,0,0
user user km terlalu mainstream mengaartikan pintar pintar itu relatif tergantung mo dibawa kemana pengertiannya spt anda pintar mengundeeestimatekan org gw pinter komen ajah rejim now pinter mangkrakin janji2 doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
user kan emang gw dongo,0,1,0,0,0,0,0,0,0,0,0,0
user user ih masak di samain smaa sampah xf0x9fx98xa3xf0x9fx98xa3xf0x9fx98xa3,0,0,0,0,0,0,0,0,0,0,0,0
user user user user gw terpukaukaukau 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas pelakor yang sdh meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user yaaelah chat aja loe urusin noh yg dah keliatan mesum anggotadpr pd mingkem yg nyata selingkuh 7th kalian pura2 budek bong200 gk nyampe otaknya,1,1,0,1,0,0,1,1,0,0,1,0
user tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti dap tapi kita bimbang fahaman yang dibawa oleh mereka,0,0,0,0,0,0,0,0,0,0,0,0
cermin pun pecah saat dirinya berkaca,0,0,0,0,0,0,0,0,0,0,0,0
user lansung tag partainyanga berani ya berarti kau banci,1,1,1,0,0,0,0,1,0,1,0,0
awwww comel nya asing kan ikut warna,0,0,0,0,0,0,0,0,0,0,0,0
islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat,0,0,0,0,0,0,0,0,0,0,0,0
